"","7.64059589869102","7.69059589869102","7.74059589869102","7.79059589869102","7.84059589869102","7.89059589869102","7.94059589869102","7.99059589869102","8.04059589869102","8.09059589869102"
"2.3765013962517",133782.581855261,133464.567956182,133147.054057102,132830.040158023,132513.526258943,132197.512359863,131881.998460784,131566.984561704,131252.470662625,130938.456763545
"2.5015013962517",85885.2751455358,85630.3862464562,85375.9973473766,85122.108448297,84868.7195492174,84615.8306501378,84363.4417510582,84111.5528519786,83860.1639528989,83609.2750538194
"2.6265013962517",48561.4059358102,48369.6420367306,48178.378137651,47987.6142385714,47797.3503394918,47607.5864404122,47418.3225413326,47229.558642253,47041.2947431734,46853.5308440938
"2.7515013962517",21810.9742260846,21682.335327005,21554.1964279254,21426.5575288458,21299.4186297662,21172.7797306866,21046.640831607,20921.0019325274,20795.8630334478,20671.2241343682
"2.8765013962517",5633.98001635905,5568.46611727945,5503.45221819985,5438.93831912024,5374.92442004064,5311.41052096104,5248.39662188143,5185.88272280183,5123.86882372223,5062.35492464262
"3.0015013962517",30.4233066334775,28.0344075538743,26.1455084742711,24.756609394668,23.8677103150648,23.4788112354616,23.5899121558585,24.2010130762553,25.3121139966521,26.923214917049
"3.1265013962517",5000.3040969079,5061.0401978283,5122.2762987487,5184.01239966909,5246.24850058949,5308.98460150989,5372.22070243028,5435.95680335068,5500.19290427108,5564.92900519147
"3.2515013962517",20543.6223871823,20667.4834881027,20791.8445890231,20916.7056899435,21042.0667908639,21167.9278917843,21294.2889927047,21421.1500936251,21548.5111945455,21676.3722954659
"3.3765013962517",46660.3781774568,46847.3642783772,47034.8503792975,47222.8364802179,47411.3225811383,47600.3086820587,47789.7947829791,47979.7808838995,48170.2669848199,48361.2530857403
"3.5015013962517",83350.5714677312,83600.6825686516,83851.293669572,84102.4047704924,84354.0158714128,84606.1269723332,84858.7380732536,85111.849174174,85365.4602750944,85619.5713760147
