"","mapes_pso","rmse_pso","mapes_mco","rmse_mco"
"1",0.196067424256908,20.5491147179677,0.237401052267027,19.2735941860866
"2",0.455432829343696,24.2713933925817,0.586124519455753,19.312820843071
"3",0.149984735978916,21.187409294882,0.182969973111482,20.1615166065656
"4",0.257838399191269,25.5217945350798,0.667397917763244,20.4256203270343
"5",0.263250474746903,20.9548914699484,0.371204422114084,17.3528626880847
"6",0.195950400503926,22.0137071430796,0.442409027649757,18.1082806068979
"7",0.52772746314571,76.1229799775194,4.32939188755085,20.5585410253393
"8",0.170644372688678,20.2889629160936,0.637247395853101,17.8712617277774
"9",0.202848191695619,22.6152289521483,0.330912308211578,20.4833620111584
"10",0.761718083597469,112.53476375908,1.72476972027999,20.2316771379262
"11",0.188750345146829,18.1606211038986,0.326726183860245,17.439513647055
"12",0.222403428845915,22.0795635909918,0.98548324149678,19.8001939456646
"13",0.239482100776235,21.7548151946291,0.353805554249564,20.4014456578691
"14",0.173645161873599,21.0382979452677,0.206652649821671,20.4027781283379
"15",0.27210113541942,24.4355200776592,0.36716855464548,22.1519796341834
"16",0.255974185592871,20.7556158443825,0.294891056731311,19.532473300718
"17",0.180542625610851,21.8990563475619,0.331376517050691,19.8278858374831
"18",0.164612229651064,20.8411600786106,0.182463877175212,19.4428266311907
"19",0.298081712631463,22.9655393746951,0.393563775046565,21.6134789927123
"20",0.230383785257329,20.8245285507334,0.301049556781593,16.9628576595826
"21",0.183016411061481,24.0752927696153,0.251426492300194,21.2036616423444
"22",0.140241768245581,20.1767948097944,0.146145187256302,19.2106948467533
"23",0.176556219302173,21.391647164769,0.194665190796062,19.7641323514198
"24",0.20342319910515,21.1367342090388,0.221067832795429,19.8321247408312
"25",0.216675095936845,21.8810190751684,0.229576265279813,20.614206161763
"26",0.266489444540226,22.1875066570511,0.465189553839095,19.7708239936697
"27",0.211383996068491,19.7756883816181,0.396242598761413,18.1010601569439
"28",0.159410666080289,18.7409573272625,0.172939224711407,18.3425788922999
"29",0.172982997765434,23.2906292225389,0.300896980891265,21.2624728107897
"30",0.203746702135486,20.3711144705722,0.2186190021544,19.8490962971747
"31",0.145362792525659,18.6064193327193,0.147716681438091,18.3961959653163
"32",0.170954132888302,19.4678096118899,0.173960389769306,18.5188395655183
"33",0.234987307215933,25.0352101974541,0.29593021013891,21.0692911864211
"34",0.255325040497285,22.8680394892351,0.340728309458017,19.2361268832135
"35",0.179615619412045,20.4516001350446,0.188811185439916,19.9108687023767
"36",0.223969449576058,22.121597854748,0.510569160759482,19.191391343554
"37",0.200091855941533,20.1404639430273,0.209001798996088,19.8158620027485
"38",0.212007549051075,21.2148783569151,0.227421397718687,20.8245203471132
"39",0.184367363941123,19.7622679923399,0.368323622021683,18.0983213935696
"40",0.204501595044165,22.1719531789412,0.252188696317877,19.2656615954014
"41",0.28261135115581,27.6443459598632,0.504342067096158,21.5631234246307
"42",0.241972106949784,19.5143620816832,0.280626863800966,18.7310312003647
"43",0.193154101218249,18.5798385767892,0.200174609647259,17.7294199777852
"44",0.188864745114749,22.9808494332224,0.677192475766584,19.241358306883
"45",0.152846052204042,20.0173995900993,0.370825754202728,18.9415935957529
"46",0.494279408332454,26.561637546239,0.629759826343172,20.8725875298726
"47",0.217854424253642,24.3183568248792,0.267303419287064,21.8582608640956
"48",0.18303166532202,22.062614692981,0.213236217369802,21.0277395000418
"49",0.20059611737937,21.3885577556484,0.235569203048541,19.1317630113803
"50",0.228804811171559,19.2233610959925,0.238934562855545,18.2519980765382
"51",0.143233162094497,18.7698331490309,0.307914758341012,17.5684273565518
"52",0.246840077898438,19.0955669339283,0.309646345773064,18.57376846601
"53",0.154165333000826,20.883356366381,0.194608150953112,20.0266762365467
"54",0.215475919257242,21.6945292635197,0.323632122828354,17.9248680378502
"55",0.258324412132912,22.5388556198661,0.293816832797682,21.5427963836074
"56",0.191573957313829,22.8857545363681,0.243006150837387,20.5569608153317
"57",0.682097768412672,40.9149655344524,1.06287879857652,21.8662124640631
"58",0.218766325533235,22.6479647151486,0.395209817293785,18.5716074170791
"59",0.267727092277475,21.8293916486027,0.369593917046421,20.2313938165889
"60",0.185781118737483,20.017144400253,0.200679983084541,19.3570743257582
"61",0.299546954407175,25.8697721181565,0.563829112607055,18.8116999228439
"62",0.982407255292284,168.578029116835,4.99271861545854,19.5830595932369
"63",0.19625199928533,22.2848141431922,0.204121692511587,20.6524963708239
"64",0.215385704274056,21.2648712938603,0.230955468388322,20.2127912475798
"65",0.260535719400234,20.3343803619628,0.341879553440532,18.4032674263485
"66",0.248133414378538,27.9466417079286,0.640984612402898,20.3404992668251
"67",0.16510020119214,20.1384523611378,0.181890939651421,19.6778921085479
"68",0.180360729933306,20.8825548124149,0.194989279601698,20.5821892536697
"69",0.183011893825718,23.1190571843513,0.234853549840079,21.7570512740188
"70",0.230133519045844,21.5154873849493,0.30829062585357,18.7650858668659
"71",0.167343674350953,19.7417585511561,0.224448598306592,17.2161052801356
"72",0.207984689891652,22.1889820629678,0.24721354197253,19.260894786
"73",0.181983166067787,20.2527480761501,0.195838406354787,19.5804043376437
"74",0.280501838210179,20.9486700503808,0.474972940161732,19.2802009594548
"75",0.178807626338627,20.2916583350113,0.182359106446109,19.2104299313884
"76",0.159015228808462,19.7458939804137,1.35819973949865,17.894461665795
